text,emotion
چیپ طارمی از اوت میلاد محمدی هم خنده دار تر بود,happiness
لعنت به #سرطان #مریم_میرزاخانی,sadness
داداش اقای مطهری گوه میخوره خودتو ناراحت نگن,anger
از بچگی از آمار متنفر بودم نمرههای خوبیم نمیگرفتم. با نوشتن هر خط از فصل ۴ پایاننامهم یه جون ازم کم شد.,hate
زمانی بود که احساس میکردم نباید هیچکس رو ناراحت کنم و اگر کسی هم ناراحتم کرد باید تحمل کنم الان فکر میکنم مجبور نیستم کسی که ناراحتم میکنه رو تحمل کنم، باید از زندگیم حذف شه اما راستش نمیدونم کدوم واقعاً درست تره...,sadness
الان کجاش خنده داشت,surprise
رفتم چند تا موزیک ویدیوی بیلی آیلیش نگاه کردم اعصابم خورد شد یوتوب رو پاک کردم از اتاق اومدم بیرون :(,anger
اگر یه روزی از دنیا خسته شدی بدون که من دوستت دارم و برات آرزوهای خوب میکنم... اینجای دنیا قلب من برات میتپه... هروقت به کمکم احتیاج داشتی صدام کن...,happiness
" ""اگر شیرین نمیپسندید اصلا حتی اسمش هم نیاریدرسید مژده که ایام غم نخواهد ماند / چنان نماند چنین نیز هم نخواهد ماند",happiness
این اقدام باعث خشم مقامات حکومت دراین شهرشده است. براساس اخبار رسیده تا کنون بازار طلافروشان در شهرهای تهران اصفهان مشهد ارومیه و الان هم یزد در اعتصاب و بستن مغازه هایشان هستند. اعتصاب سراسری از مراحل قیام سراسری مردم ایران است... #ایران,anger
لعنت به فرقه تبهکار که باعث نابودی ایران عزیزمان هستن #WeSupportPolandSummit,hate
اعدام نه نفر در عادل آباد #شیراز به جرم تجاوز زیر خبرهای مربوط به اهواز مدفون شد #نه_به_اعدام,sadness
اوایل ناراحت میشدم از اعدامها از گرانیها از بگیرو ببندها از مرگ به این و اون گفتنها از دیکتاتوری از زن ستیزی از کار کودکان از بیکاری بعداز انتخابات۹۶ و شمار زیاد رایدهندهها، این مسائل عصبانیم میکرد. ولی الان فقط خستم خیلی خسته فکر میکنم تو ۲۳ سالگی خسته شدن خیلی زود خیلی ظلم,sadness
از اینکه ساعت دقیق پرتاب موشکو اعلام نمی کنن متنفرم !,hate
ما یه دوستی داریم که در ظاهر خیلی باهاش بدم اما به طرز عجیبی وقتایی که کلافه م پیام دادن به این آدم حالمو بهتر میکنه و اینجاس که متوجه میشیم انسان چقدر عجیبه,surprise
خوابم میاد خیلی عجیبه,surprise
ما از نتونستن ها خسته ايم.از مريض بي دارو خسته ايم.از كودك گرسنه خسته ايم.از دانشجوي بي بودجه خسته ايم.از پدر شرمنده خسته ايم.از بمب و موشك و تروريست خسته ايم.از بالا رفتن قيمت دلار خسته ايم.از فرار از كشور خسته ايم.بله ما از تحريم و جنگ خسته ايم.ما صلح ميخواهيم #NoSactionNoWar,sadness
در تعجبم از برخی مسئولان نا#آشنا که بدون هیچ گونه# آشنایی، حرفهای ناآشنا و خارج از حد و اندازه خود می زنند!,surprise
مرگ برای هیچکس نخواستم اما چون منفور ترین شخصی که میشناسم رهبر موقت و عقب افتاده ایست که دستش به خون هزاران هزار آغشته است با کمال میل مینویسم #DownWithKhamenei,hate
كاش امروز اتفاق قشنگي مي افتاد ، مثلا كمي نگرانم ي شدي ، يا اصلا زنگ مي زدي و ميگفتي .................. دوستت دارم,sadness
"كاش ميشد از ""قوي بودن"" استعفا بدم",sadness
بهارهم باسفره خالی شاد نمیشوی,sadness
از جملههای پر از امید متنفرم,hate
ديگر هيچ چيز مارا بهم نخواهد رساند حتي واژه ي دوستت دارم... و ما قدِ تمام كلمات از هم دوريم! #ياسمن_مهديپور,sadness
رفتم خلاصه بازیای ایران تو جام جهانی ر دیدم اعصابم خورد شد. همه همین کارو کنن,anger
از صدای رعد و برق و نم نم بارون توی تنهایی چیز لذت بخش تری برای بیدار شدن نیست صبح همگی دوستان بخیر و پر از رحمت الهی,happiness
آزار و خشونت علیه زنان بستگی به طبقه اجتماعی و اقتصادی نداره. فقر و بیسوادی ممکنه تشدیدش کنه اما من زنان زیادی میشناسم با تحصیلات آکادمیک، سطح مالی خوب و موقعیت مهم اجتماعی که از شوهرانشون کتک خوردند. گاهی چندین بار. #زنان_را_بشنوید,sadness
رومینگ عجب چیز گرونیه؛ رایتل 50kb اینترنت رو برام کیلوبایتی ۲۴۰۰تومن حساب کرده؛ Fido هم یک تماس بیست ثانیهای دریافتی از راننده اوبر رو ۱۲.۵ دلار.,surprise
دو تا بار اندازو تو خستگیش زد آفرین #قاسمرضایی,happiness
متاسفانه مسئولان حامی ما جوانها نیستند . من خودم میخوام یک استارتاپِ دانش بنیان در حوزه زیست فناوری کشاورزی و مبتنی بر کانابایس راه بندازم با اپ و سایت هم مراحل تولید تا فروش مدیریت شود اما مجوز بازی و دخالت دولت نمیگذاره,sadness
بوسیدنت صدای خنده هایت و سیگاری ک دیگر آرام بخش من نیست,sadness
از قرص جویدنی متنفرم,hate
دلم یکم شادی میخاد,sadness
روحش شاد و يادش گراميباد,sadness
قلب خانه زن ها اگر شاد باشند قلب خانه می تپد زن ها اگر موهایشان را شکل دهند ، اگر صورتشان را آرایش کنند ، اگر لباسهای شاد بپوشند زندگی در خانه جریان پیدا می کند زن ها اگر کودک درونشان هنوز شیطنت کند ، اگر شوخی کنند ، بخندند ، همه اهل خانه را به زندگی نوید می دهند,happiness
نمی دانم هم اکنون در کجا مشغول لبخندی فقط یک آرزو دارم که در دنیای شیرینت میان قلب تو با غم نباشد هیچ پیوندی,sadness
لعنت بر موهاي هرزه اي كه نميدانند كجا رشد كنند و گند ميزنند به وقتمان,anger
توی زندگی همه یه جایی هست که از روز و ادماش بیزار میشی و به شب پناه میاری اونجا میتونه یکی از تلخ ترین قسمتای زندگی باشه و واقعا سخت میگذره,sadness
"بگرییم به حال کشوری که رهبرش، از ترس تندروهای داخلی، در سخنرانی هایش چیزهایی می گوید که در روز عمل، ناچار است با مخفی شدنپشت سر دیگران، ذلیلانه از آنها عقب نشینی کند و آن را "" نرمش قهرمانانه "" بنامد. بینوا گفته بود خودش : ""باید گریست به حال کشوری که کسی مثل من بخواهد رهبرش شود""",sadness
بهم دایرکت داده میگه هولم بده رفتم تو پیجش میبینم توییت نداره خب لعنتی تو زدی تو دنده دستی ام کشیدی من چطوری هلت بدم ؟؟ یه چیزی شنیدیناااا,surprise
عجیبه! سازمان #صداوسیما تو کارگروه م.م.م رای به #فیلتر_توئیتر ، #فیلتر_تلگرام و #فیلتر_اینستاگرام میدهد، ولی برای دعوت مردم برای شرکت در کمپین آزادی #مرضیه_هاشمی به جای #سروش از توئیتر و تلگرام و اینستاگرام سوءاستفاده میکنند!! زیبا نیست؟! هست. خیلیامهست:/ …,surprise
همسر یک پاسدار رژیم آخوندی در حال چپاول بیت المال... منتظر است تا سهمش از سفره انقلاب را بگیرد... بر صفدر و صفدر حسینی ها نه یک بار صد بار لعنت...,hate
از این مامانایی که بچه هاشونو مدل میکنن بدم میاد بابا بچه باید بچگی کنه ولش کنین به خاطر معروف شدن خودشون چقد بچه هاشونو اذیت میکنن,hate
از اکثر کارفرهنگیهایی که برای حجاب میشه بیزارم:) ایضا توییتهایی که زده میشه:) #صبح_شما_هم_بخیر,hate
از خندوانه و رامبد جوان متنفرم,hate
باورم نمیشه اینجا ایران بود قبلا.عجب بدبختمون کردن پدرمادراها??اون نسل تا عمر دارن مدیون ما جوون ها هستن تا عمر دارن مدیونن,sadness
چرا خدا ما رو رها کرده؟!.روز به روز مردم دارن تو غصه بی پولی و بدبختی غرق می شن? دیگه از زندگی متنفر و ناامید شدم به خدا.نه زندگی داریم نه آینده ای روز به روزم بیچاره تر می شیم,sadness
برخورد توریستی مسئولان با خیابان و مترو و بیآرتی وارد سطح جدیدی شده. قشنگ جالبه براشون. جلسه هیأت دولت عکس مترو اینا نشون میدن به هم تو گوشیهاشون؟,surprise
یکی از شاگردام با نمره هفت افتاده حالا بهم ایمیل زده گفته اگه میشه حداقل بهم ده بدین. نه تو رو خدا بیا اصلا بهت هفده بدم.,anger
در رابطه با حادثه تروريست خاش.... عصبانی و ناراحت هستید درست اما رو به تحلیل های کودکانه نیارید میدونی چند نفر دارن توییتهاتون رو مبخونند و شادی میکنند؟؟؟,anger
هیچ چیز ترسناک تر از پیشنهاد دهندهی کانکشن لینکدین نیست. عجیب creepyیه الگوریتم پشت این هر چی که هست.,fear
غمخوار من ! به خانه ی غم ها خوش آمدی بامن به جمع مردم تنها خوش آمدی بین جماعتی که مرا سنگ می زنند می بینمت ، برای تماشا خوش آمدی پایان ماجرای دل و عشق روشن است ای قایق شکسته به دریا خوش آمدی... #فاضل_نظری,sadness
" ""واقعا تعریف ها و تخریب ها رو دور بریزیدانقد اعصابم خورده که فقط فیلم جدید ایرج ملکی آرومم میکنه",anger
♡ بانوی محجبه ♡ نمـيدانم در دلت چه ميگذرد نمي خواهـم بدانم ولي احسنت کــه بــا حجابت ؛ نه دل شــهيدي را شکـانـدي نه دل جواني را لـرزانـدی ...,happiness
تو که دنبال یه مرد لارج میگردی بخرتت و بکنتت بعدم بده بقلی بکنه.تو بایدم ناراحت شی.بازارت کساد شده,anger
پنگوئنا و فوکا واقعا بدبختن انگشت ندارن نمیتونن سیگار بکشن یادم افتاد اصن اعصابم خورد شد,anger
تصورش هم وحشتناک هست,fear
هفته پیش همسایه روبروم دم خونه اومد، گفت از ایران زنگ زدند بابام سکته کرده. ایران میرم و کلید خونش را به من داد.دیروز صابخونه برگشت و کلید رو دادم وسایل نبود. زنگ زدم به دست دوم فروش های محل تا رد کسی که فروخته رو پیدا کردم و در نهایت دزد رو.هیچ وقت کلید خونه کسی رو قبول نکنید.,sadness
دارم از خشم و درد دیونه میشم واسه خاطر پریود نه ها واسه سندرم قبلش,anger
اگر ممنوع شدن انتشار دارایی مسئولان در مجمع تشخیص و حذف بند مربوط به انتشار حقوق کارمندان در کمسیون تلفیق فساد و کثافت سیستمی نیس،پس چیه؟!,anger
ازین ۸۸ و تقلب و فتنه و هر کوفتی از هر سمتی، که باعث دودستگی بین یک خانواده یک فامیل یا یک ملت شده متنفرم :),hate
از دلتنگي زياد عصباني ام... خيلي عصباني. نه ناراحت نه اشكي... فك ميكنم فقط يه چيز بغض گلومو باز كنه! اين هفته كه الي از يزد بياد تا ببينمش بغلش كنم و هاي هاي بزنم زير گريه و راحت شم از اين گلوي بغضي.,anger
وقتى زنى زيبا مى ميرد زمين تعادلِ خود را از دست مى دهد ماه صد سال عزاىِ عمومى اعلام مى كند و شعر سرگردان مى شود. نزار قبانى,sadness
… حواشی توزیع افطاری در غزه با صدقات مردم فیلم توزیع غذای گرم بین فلسطینیان در نوار غزه از سوی کمیته امداد امام خمینی موجی از خشم و عصبانیت را در بین ایرانیها ایجاد کرده است.,anger
ما از ترس سربازان اطلاعات و سگان ولايت ناشناسيم! ما كاربران ناشناس افتخار ميكنيم كه مبارزه به دارد به نتيجه ميرسد؛ صداى ما ناشناسان به جهان رسيده و اجماع كشورهاى مهم دنيا برعليه جمهورى اسلامى فردا مشخص ميشود؛ اين مبارزه رسانه اى در تاريخ ثبت خواهد شد #WarsawSayNoToMullahs,fear
مسئله اینه که بچه های مسئولان و خود مسئولان چنین شرایطی رو اصلا نمیتونن تصور کنن و انتهای دغدغه هاشون بعد از استفاده از تمام لذائذ دنیا و ماشین و ویلا و غیره در ایران، گرین کارت و اقامت اروپا و خرید ملک و املاک در کشورهای مستکبر و ظالم و خونخوار است. …,anger
به نظرم یه گوشی نوکیا میخریدم اینقدر اعصابم خورد نمیشدگریه داره خنده نداره خاهرم,sadness
شاید تو اون کلاس خوشبو تر هم باشه عه آنوقت اونی که مثل حیوان برهنه ارزش داره نه که خودشو واسه هزاران نفر بی حجاب می کنه نه اقاش یا ناموسش عجب ادمایه جالبی هستید,surprise
یکی برای من از یه کانال پیام فوروارد میکنه که سربازی رو نمیفروشند، در همون لحظه یکی دیگه پیام میفرسته که میفروشند. تو هر دو هم با شک و تردید حرف میزنن. عجب وضع گندی شده خدا وکیلی. تا حالا اینجوری تاثیر اخبار ضد و نقیض رو اعصابم رو حس نکرده بودم.,anger
اه دوباره اعصابم به چخ رفتهههه:(((,anger
زندانی سیاسی تبعیدی، #ارژنگ_داوودی، در زندان #زاهدان، بیش از ۱۶ روز است که در بی خبری مطلق و سکوت رسانه ای در اعتصاب غذا است. این زندانی سالخورده و بیمار در اعتراض به یک سال حبس در قرنطینه و در محیطی آلوده و غیربهداشتی و محروم از کلیه امکانات، دست به #اعتصاب_غذا زده است.,sadness
از این وضعیت متنفرم.,hate
رد ِ گرهها رو که بخوام بزنم میبینم که همه جا هستن و همیشه چند ماه باهاشون راحتم و کنار میام اما یهو میره روی اعصابم... که چرا باید اینطوری باشه؟,anger
بهترین برنامه برای #دههفجر مجازات مسئولان فاسد جلوی چشم همه مردمه، نه دعوت از همونا برای سخنرانی. ایمان مردم به انقلاب جز با عملِ انقلابی تقویت نمیشه. بس است سخنرانی...,anger
"چرا از #روز_دختر متنفرم؟ - مناسبتي من درآوردي است كه تا ده سال پيش وجود نداشته - منشا آن تاريخ تولد قمري يك توله در عربستان است و هيچ ربطي به ايران و ايراني ندارد - و از همه مهمتر، هدف از آن تقسيم جامعه به دو بخش ""زنان"" و ""دختران"" است، و اشاعه فرهنگ تبديل زن به كالاي مصرفي",hate
کودکان زاهدانی به چشم نمیآیند، مرگ دلخراش دانشجویان در میان هیاهوی سیاستبازان گم میشود.فریاد بیکفایتی مسئولان دانشگاه آزاد به جایی نمیرسد چون تحت نظارت هیچ نهاد انتخابی نیستند.دولت و مجلس نمیتوانند بازخواستشان کنند. به مسئولان دانشگاه امیدی نیست. اعضای هیئت امنا چه میکنند؟,sadness
من فدای پشماتون می دونم وضع مالی خیلیاتون خوبه می دونم اولویت گوشی دس گرفتنتون تفریح و خنده اس ولی یه دوروز همت کنید هرجا هستید بگید 16 مهر اعتصاب عمومیه،باور کنید اگه ما درد هموطنی که این روزا داره از بی پولی و گرانی می رنجه رو حس نکنیم حرمت قلم رو شکستیم,sadness
ديشب از ساعت٥/٥ از غرب تهران راه افتادم برم تهرانپارس ،ساعت ٨ رسيدم ، فكر عمر از دسته رفته تو ترافيك اعصابم رو خورد مي كرد،اين مملكت نياز به براندازي و تحريم نداره ،سه روز پشت سر هم بارون بباره مملكت از دست مي ره,anger
میخوام انگشت بندازم تو یقهم و جر بدم برم پایین.,anger
اینقدر بدم میاد این گزارشگرهای ایرانی میخوان باخت تیم ملی رو ماستمالی کنن، نمیفهمن کسی با این حرفا آروم نمیشه، بلکه همه عصبی میشن,hate
پریود شدم عصبیم ننه ایشالله خونریزی قسمت همه,anger
واقعا هم خنده داره ???,happiness
#زلزله_شوخی_نیست مسئولان ما همچنان فریب بازی #پوتین #ترامپ را خورده اند و بجای مشکلات مردم درگیر موضوع #حریری هستند #بازار_صلاح #درآمد_کثیف,sadness
بینیمو باید عمل کنم و از ترس آمپول دارم گریه میکنم.:)),fear
چند وقته به طرز عجیبی دلم میخواد که یکی بود که Fear of a blank planet استیون ویلسون رو حفظ بود و سوار ماشین در حال رانندگی با هم داد میزدیم و میخوندیمش ولی هیشکی نیست. هیشکی.,sadness
این هدفون صداخفنکن دار عجب موجود خوفیه! این کولی همیشه مسافر چه عمری را تباه کرد توی این پروازها که به جای پادکست به صدای موتور هواپیما گوش میکرده تا به حال.,surprise
اگه میتونستم از زندگی فرار میکردم میرفتم تو یه روستا که هیچکی منو نمیشناسه کارگری میکردم... نمیخوام احدی رو اشنا ببینم,sadness
تو به گور پدرت خندیدی که اتدکی اندیشه باید ... حروم فکر فکر کردی کلام خدا که سر تا سرش از تفکر فلسفه و علوم صحبت می کنه چرت و پرت بعد تو داعش نما نتوهم با عرور تکبر خدارو به عحب عجب می خوانی  بعد برای خدا تاسف می خوری و خودت رو صاحب علم میدانی بی شرف متوهم,anger
بحران #٣٠سالگي براي من فقط بحران مالي بود ، كه اونم در بدترين وضع ممكن در حال گذارم ولي خب به قول آقا #خيام این قافله عمر عجب میگذرد دریاب دمی که با طرب میگذرد ساقی غم فردای حریفان چه خوری پیش آر پیاله را که شب میگذرد #تولد خودم رو به همه #تسليت ميگم چون دهنتون صافه,sadness
عباس زائری نویسنده، فعال زیستمحیطی و چهره فرهنگی اجتماعی میناب درگذشت. او باوجود معلولیت جسمی فردی فعال در عرصههای مختلف بود. پوشیدن کفن و رفتن به درون یک فروچاله در اعتراض به برداشت بیرویه از منابع آبی میناب، یکی از اقدام نمادین او بود که در رسانهها بازتاب زیادی داشت.,sadness
مام نیوا گرفتم بیست و شش. اعصابم خورد شد. بعد رفتم دیجی کالا دیدم زده سی و چهار.,anger
فیلمهای ایرانی براحتی درجشنواره های بزرگ جایزه میگیرندچون خارجی هافکرمیکنندفیلم،اثرتخیلات خلاق فیلمنامه نویس وتلاش بازیگراست درحالیکه هردوفقط زندگی عادی مارانشان میدهد مثلاطلاق گرفتن رفتن به ورزشگاه خارجی هافکرمیکننداینهاتخیلات سازنده است نمیدونن این بدبختی هازندگی واقعی ماست,sadness
دوستت دارم می بینی عزیز!؟ کوتاه است خودم که بلند میگویمش همه ی دنیا می فهمد. #عیسی_فرهادی …,happiness
بله، خیلی بده که یکی بدون هیچ توضیح و دلیلی بازداشت بشه و ضمنا باهاش با خشونت و تحقیر رفتار بشه.,sadness
حوصله ندارم دلم گرفته چیکار کنم کاش، زودتر فردا بیاد و بره بدم میاد از تعطیلی,sadness
عذر خواهی بچه های تیم ملی رو میبینم اعصابم شخمی تر میشه,anger
از این که کاری رو #ازسربازکردنی انجام می دن، متنفرم!,hate
سرو صداش خیلی کمههفدهتا شاخ فالور بلاک کردم اینکه چرند مینویسن لایک میخوره خیلی رو مخم بود .,anger
نکته وحشتناک در مورد آخوندا اینه که این جماعت قابلیت اینو داره که صد سال دیگه یه مقبره از ابوبکر البغدادی بسازه و یه عده برن خودشونو بهش زنجیر کنن تا شفاعت بگیرن #جهل,fear
دوست پسری که بعد یه سال بفهمه تو کک و مک داری گاوه! تازه همیشه هم بدون میکاپ باشی پیشش :))) یادم افتاد اعصابم بهم ریخت اصن,anger
دقیقا دیروز منم داشتم صحبتای آقا راد رو گوش میکردم از این قسمت حرفش خیلی ناراحت شدم. ....باوجودی که اصلا از مسیح خوشم نمیاد و ازش متنفرم به لحظه دلم سوخت,sadness
اگر به مرور یک چیزی گران میشد خب آدم میگفت صرفاً وضع اقتصادی خرابه، ولی وقتی ظرف یک ماه یا یک روز دلار اینچنین افزایش قیمت پیدا میکنه یعنی قطعا داره یک فساد و دزدی صورت میگیره و سکوت و بیتفاوتی مسئولان مقابل این فساده که زجرآوره.,sadness
هر روز ک میگزره و یادم میوفته چقدررررر دوسش داشتم بیشتر از خودم بدم میاد #عشق_یک_طرفه,hate
من خودم آدم نسبتا رکی ام. اما یکی دو روز پیش یکی یه جوری زد تو پرم که هنوز اعصابم خورده. چیکار کنم حالم جا بیاد؟,anger
نیم ساعت دیرتر از دیروز راه افتادم نتیجه اینکه هنوز نرسیدم شرکت تازه ۱۱:۳۰ هم باید بیام بیرون برم دانشگا :| لعنت به ترافیک,hate
کاش این بدبختی امروز، پیش نیومده بود . کاش منم مثل قبل بودم .کاش میتونستم راحت باشم,sadness
عجب صدایی داری بلا,surprise
بزرگترین اشتباه، اشتباه نکردنه - اونم بخاطر ترس از اینکه یک چیزی ممکنه اشتباه باشه,fear
چرا همين كه از خواب بيدار ميشم اعصابم بايد خورد شه؟؟,anger
عجب موهایی . خوش باشی ??,happiness
آدما ممکنه از یه جایی به بعد ناراحت شن تو تولدشون که پیر تر شدن ولی من هرسال امید دارم که قیافم بزرگونه تر شه و بیشتر جدی گرفته بشم,sadness
ده روز کارکردی؟ ۸۰هزار کار کردی؟؟،روز۸هزار تومن ،چوم ،من ۵۰۰تا کارگر اینجور میخام،،،،،،عــــجب,surprise
کربلا بگو آیا یادت هست که خیل خصم سر کبوتر قافلهسالار عشق را بر سرنیزه کردند و با خود بردند؛ ولى هنوز دشت پر از نور و صفا بود؟ خیمههاى اهل حرم را به آتش کشیدند تا شاید خشم و غضبشان فرو نشیند و غافل از اینکه آه طفلان حرم باز آنان را به آتش خواهد کشانید #حب_الحسین_یجمعنا,sadness
"یه عالم ژانر اومد و رفت نه حوصلهی نوشتن داشتم نه لزومی میدیدم مشارکت کنم، ولی مسئلهی گوگوش خیلی رو اعصابم رفت، دلیلشم اینه که مشکل اغلب خزعبلگوها ""زن بودن"" گوگوشه، اگه اون استادای خفنشون با دختر همسن پسرشون ازدواج کنه ایرادی نداره ولی خوب گوگوش چون زنه کلا باید بمیره! حکایت/",anger
"شرکت تولید لوازم و پوشاک ورزشی نایک نوعی کفش را که در کف آن طرحی شبیه کلمه ""الله"" حک شده روانه بازار اروپا کرده که خشم مسلمانان را برانگیخته است",anger
اعصابم خورده فقط توییت کردن به زبان عربی آرومم می کنه,anger
پزشک #ترامپ میگوید ریسجمهوری ژن خیلی خوب دارد، برای همین علیرغم اینکه ورزش نمیکند از وضعیت جسمی بسیار عالی برخوردار است. #ژن_خوب,happiness
نمود آدمای احمق و بیصلاحیت همهجای این مملکت هست. زنیکه کلا یه کار داشته که نسخهرو بخونه و وقت بده. همون یهکارم درست انجام نداده و من بهخاطرش از ۶ صبح علاف شدم و همونطور که میبینید ریده شد تو اعصابم,anger
البته که سگ شاشید دهن خودش و اون رهبر عنش. این یارو آخوند تشریف داره و مشغول مسخره کردن دولت و مجلسه. گولشون نمیخوریم ولی ناموسا خنده داره:))),anger
اصلا نباید وارد حیطه ی آموزش بشم، اعصابم نمیکشه، حالا اینام هروقت مربی نمیاد منو میزارن جاش از اونجاییم که حوصله ندارم کلاسو زود تعطیل میکنم و میرینم تو تایم باشگاه:),anger
پس باید کارمندا از برنامه شما متنفر باشن چون دیگه بهانه ای ندارند که از زیر کار فرار کنن,hate
خشم دارم از قانونی که چنین چیزی رو برمیتابه و مدعی هستیم عمل به اون همون عدالته گند زدیم به هرچه از مفهوم عدالت میشود تصور کرد …,anger
هوای نامطلوب تهران در فروردین ماه,sadness
هرچه بگندد نمکش میزنند وای به روی که بگندد نمک.... پلیس درایران یعنی وحشت.. ترس... اضطراب...,fear
سه تا چیز هست در مورد رفتار با حیوونا که عصبیم میکنه؛ اول اینکه میپرسن نژادش چیه؟ دوم اینکه لباس تنشون میکنن( مخصوصا زنگوله به گردن گربه) سوم اینکه تربیتشون میکنن و در موقعیتهای دشوار قرارشون میدن( مثل گذاشتن غذا جلوشون و گفتن اینکه نخور) برای گرفتن فیلم اینستاگرام,anger
"فیلمای آموزشیش توی اینترنت و آپارات هست.""",happiness
به خدا اصلا براشون حجاب مهم نیست از گیر دادن لذت میبرن سادیسم دارن اینجوری میگن,hate
یونیسف با این عکس روز جهانی #مادر رو تبریک گفته. روزانه هفت هزار نوزاد در دنیا میمیرن، از طریق این لینک میتونیم از کمپین یونیسف حمایت کنیم تا جلوی این اتفاق دلخراش رو بگیریم  … لطفن بقیه رو هم با #ریتوییت مطلع کنید,sadness
من تختم کنار شوفاژه پریزم بغلشه دلتون سوخت یا ادامه بدم؟,happiness
چقدر مستند #انقلاب_۵۷ وحشتناک هست، من تحملش رو ندارم!,fear
زمانی از این خبر خوشحال میشدم که یوتوب فیلتر نبود و کاربران با میل و رغبت خودشون آپارات رو انتخاب میکردن. این موفقیت برای من فرقی با موفقیت ایران خودرو نداره …,sadness
از اینکه هر جا حرف از یووه میشه رونالدو رو نشون میدن، متنفرم. به نظر من نماد یووه فریادهای شادی کیلینی بعد از دفع خطر و بازی بی مهابا و با جون و دل مانژوکیچ. رونالدو خیلی راه داره تا بخواد یوونتوسی خطاب بشه.,hate
دلم واسه تهران تنگ شده ، فکر اینکه بعد از درسم مجبور شم برگردم عصبیم میکنه ، البته واسه تهران نه ، واسه زندگی مستقلم .,anger
من نمیدونم منتظر چیم یا کیم ولی الان منتظرم و اعصابم خورد شد :/,anger
همیشه شاد باشی مسیح جان ???,happiness
"خیلی طول نمیکشه که یه سری کاربرها عکس این متجاوزو میذارن آواتار، یه عده دیگه هم به هم میگن ""تو رو باید ببرن پیش فلانی(همین ایشون)"" یا اینکه ""بچگیات بافلانی بودی"" یا ""از فلانی خاطره داری"" و از این قبیل""شوخی""های مبتذل و سخیف. بعد بپرسیم چرا مشکل تجاوز هیچوقت حل نمیشه.",sadness
صبح بخیر سه شنبه تان به نیکی.... The fear of God is the beginning of wisdom ترس از خداوند آغاز خردمندی است.,happiness
"درسته دل خوشی از این نظام ندارم ولی دلیل نمیشه که توییت های رضا پهلوی رو اعصابم نباشه و بلاکش نکنم! پ.ن: حال بهم تر از اون ؛ اون عده ای هستن که تو کامنت ها ""شاهزاده ی من"" خطابش میکنن!",hate
بابا:یکی سرکلاس صدای گربه درآوردوباباهم روش به تابلو بوده،برمیگرده شروع میکنه به حرف زدن وروانشناسی کردن کلاس درنهایت میگه:گربه بروبیرون،اتفاقی نمیوفته دوباره تکرارمیکنه واتفاقی نمیوفته درنهایت میگه گربه زرد بروبیرون (رنگ لباس گربه خان) وخب بابا به اندازه کافی ترسناک بوده  …,fear
یک سالِ پیش، دختری بودم که شاد و امیدوار و قوی منتظرِ آینده بود الان اما چی مونده؟ هیچی، جز یه حفره ی سیاه و یه پوزخند عمیق...خیلی عمیق,sadness
هر کسی آن درود عاقبت کار که کشت وقتی جامعه در برابر آموزش و پرورش بیتفاوت است وقتی معلمان حقطلب که از آموزش رایگان و باکیفیت دفاع میکنند پشت میلههای زندانند و غیر معلمان در مدارس پولی به کار گرفته میشوند نتیجه میشود، سقوط #تجاوز_به_دانش_آموزان #جای_معلم_زندان_نیست #محمد_حبيبى,sadness
طبق اعلام بستگان یکی از بازداشتشدگان که در زندان فوت کرد، او طی چند تماس باخانواده اش اظهار داشته مسئولان او و دیگر بازداشتی ها را مجبور به خوردن قرص هایی میکردند که حالشان را بد میکرده...,sadness
امثال مهدی خلجی و نیما راشدان از جمله دروغگوترین و خطرناکترین دشمنان ملت ایران هستند.ببینین در سمیناری که در سال 2013 در مدرسه مانک در تورنتو که بعنوان کارشناس شرکت کردند چه میگویند.علی الفونه،نازنین افشین جم و اکبر عطری نیز از سخنرانان بودند.لعنت …,anger
"شروع نزدیکتر شدن آدما به من، توی اکثر موارد با جملهی ""من ازت میترسم!"" بوده. هیچ وقت ایرادی توی این موضوع ندیدم. هر بار که یک نفر تعریف خودش رو از این ترس میگه و راجع بهش حرف میزنیم، کلی چیز راجع به خودم میفهمم. عیبی نداره اگه من و کارهام بعضی وقتا ترسناک به نظر میایم.",fear
یکی که با خنده ش دنیات رنگ و بوی تازه بگیره چیه؟ همونم نداریم :(,sadness
در گردهمآیی اربعین آنچه چشمها را مبهوت، عقلها را متعجب و قلبها را مسحور میسازد همین ویژگیِ یگانگی است.,surprise
من با نامه های هاگوارتزی که مُهر دامبلدور خورده کاری ندارم ولی ما نسلِ خوش شانسی هستیم که تونستیم جوانیِ اون سه تا بچه جادوگرو ببینیم در این جهان.حتی عکسشونو! باورتون نمی شه که دیدنِ پیریِ بازیگرای فرندز چقدر غم انگیزه.دلمون به اینا خوشه.,sadness
تا حرف پولشویی میشه تو خراسان یا کنسرت لغو میشه :)) یا مثلا خرید هندونه ی زن شوهردار منوط به اجازه ی شوهر میشه و کلا غوغا میشه سرش :)))) عجب سیرکی!,surprise
امام حسین(ع): دو چيز مردم را هلاك می كند اول ترس از فقر و تنگدستی و دوم طلب فخر و آقايي. اگر دين ندارید و از روز قيامت نمی ترسيد لااقل در زندگي دنيايتان آزاده باشید. #توییت_نویس #تاسوعا,fear
کسکش بیا فیلم مزخرافتشو بت نشون بدم,anger
هفت آسمان را بردرم وز هفت دریا بگذرم چون دلبرانه بنگری در جان سرگردان من,happiness
